image_name,tags
test_17237,clear agriculture primary
test_17238,primary
test_17239,clear agriculture primary
test_17240,clear primary
test_17241,cloudy
test_17242,clear primary
test_17243,clear agriculture primary
test_17244,cloudy
test_17245,agriculture partly_cloudy primary
test_17246,clear primary
test_17247,clear agriculture primary road
test_17248,clear agriculture primary
test_17249,partly_cloudy primary
test_17250,clear primary
test_17251,clear cultivation agriculture primary
test_17252,clear agriculture habitation primary road
test_17253,clear primary
test_17254,clear agriculture primary
test_17255,clear primary
test_17256,primary haze
test_17257,cloudy
test_17258,clear agriculture habitation primary road
test_17259,clear primary
test_17260,clear primary road
test_17261,agriculture partly_cloudy primary
test_17262,clear primary
test_17263,agriculture partly_cloudy primary
test_17264,clear agriculture primary road
test_17265,agriculture primary
test_17266,primary haze
test_17267,cloudy
test_17268,clear primary
test_17269,clear primary
test_17270,primary haze
test_17271,partly_cloudy primary
test_17272,partly_cloudy primary
test_17273,clear agriculture primary
test_17274,partly_cloudy primary
test_17275,partly_cloudy primary
test_17276,cloudy
test_17277,clear agriculture primary road
test_17278,clear primary
test_17279,clear agriculture primary road
test_17280,clear primary
test_17281,clear primary
test_17282,primary haze
test_17283,clear agriculture primary road
test_17284,clear primary
test_17285,clear agriculture primary
test_17286,partly_cloudy primary
test_17287,primary haze
test_17288,clear primary
test_17289,agriculture primary road
test_17290,clear primary
test_17291,clear primary
test_17292,primary haze
test_17293,clear primary
test_17294,partly_cloudy primary
test_17295,clear primary
test_17296,partly_cloudy primary
test_17297,partly_cloudy primary
test_17298,cloudy
test_17299,clear agriculture primary
test_17300,clear agriculture primary
test_17301,clear primary
test_17302,clear habitation primary
test_17303,clear primary
test_17304,clear agriculture primary
test_17305,partly_cloudy primary
test_17306,clear agriculture primary
test_17307,partly_cloudy primary
test_17308,clear primary
test_17309,clear primary
test_17310,cloudy
test_17311,agriculture primary
test_17312,clear primary
test_17313,clear agriculture habitation primary road
test_17314,agriculture partly_cloudy primary
test_17315,partly_cloudy primary
test_17316,clear agriculture primary road
test_17317,clear primary
test_17318,agriculture primary
test_17319,clear primary
test_17320,clear agriculture primary road
test_17321,clear primary
test_17322,clear agriculture habitation primary road
test_17323,agriculture partly_cloudy primary
test_17324,clear primary
test_17325,clear agriculture primary road
test_17326,clear primary
test_17327,partly_cloudy primary
test_17328,primary
test_17329,clear primary
test_17330,clear primary
test_17331,clear primary
test_17332,clear primary
test_17333,clear agriculture primary road
test_17334,water clear agriculture primary
test_17335,agriculture partly_cloudy primary road
test_17336,clear primary
test_17337,partly_cloudy primary
test_17338,clear primary
test_17339,clear primary
test_17340,water clear primary
test_17341,water primary haze
test_17342,clear agriculture primary
test_17343,partly_cloudy primary
test_17344,clear primary
test_17345,clear primary
test_17346,clear agriculture primary road
test_17347,clear agriculture primary
test_17348,clear primary
test_17349,partly_cloudy primary
test_17350,clear primary
test_17351,
test_17352,primary
test_17353,clear primary
test_17354,clear agriculture primary
test_17355,clear primary
test_17356,clear agriculture primary
test_17357,clear agriculture primary road
test_17358,clear primary
test_17359,clear agriculture primary
test_17360,clear agriculture primary road
test_17361,clear primary
test_17362,clear agriculture primary road
test_17363,partly_cloudy primary
test_17364,clear agriculture primary road
test_17365,agriculture partly_cloudy primary
test_17366,primary haze
test_17367,water artisinal_mine clear primary
test_17368,clear primary
test_17369,clear primary
test_17370,clear primary
test_17371,agriculture partly_cloudy primary road
test_17372,agriculture primary haze
test_17373,clear agriculture habitation primary road
test_17374,clear primary
test_17375,clear primary
test_17376,clear primary
test_17377,primary
test_17378,water clear primary
test_17379,cloudy
test_17380,primary
test_17381,clear cultivation primary
test_17382,clear primary
test_17383,clear primary
test_17384,water clear primary
test_17385,partly_cloudy primary
test_17386,partly_cloudy primary
test_17387,clear primary
test_17388,clear primary
test_17389,clear primary
test_17390,agriculture partly_cloudy primary road
test_17391,clear primary
test_17392,clear primary
test_17393,partly_cloudy primary
test_17394,clear agriculture habitation primary
test_17395,clear agriculture primary
test_17396,clear agriculture primary road
test_17397,clear agriculture primary road
test_17398,clear agriculture primary
test_17399,clear primary
test_17400,partly_cloudy primary
test_17401,clear agriculture primary road
test_17402,clear agriculture primary road
test_17403,primary haze
test_17404,clear agriculture primary road
test_17405,primary haze
test_17406,clear agriculture primary
test_17407,water clear primary
test_17408,agriculture partly_cloudy primary
test_17409,partly_cloudy primary
test_17410,clear agriculture habitation primary road
test_17411,clear primary
test_17412,clear primary
test_17413,clear agriculture primary
test_17414,partly_cloudy primary
test_17415,clear agriculture primary
test_17416,agriculture partly_cloudy primary road
test_17417,partly_cloudy primary
test_17418,clear primary
test_17419,clear primary
test_17420,cloudy
test_17421,clear primary
test_17422,clear primary
test_17423,clear primary
test_17424,primary haze
test_17425,clear primary
test_17426,partly_cloudy primary
test_17427,clear primary
test_17428,clear primary
test_17429,partly_cloudy primary
test_17430,clear primary
test_17431,water clear agriculture primary
test_17432,partly_cloudy primary
test_17433,clear agriculture primary
test_17434,partly_cloudy primary
test_17435,partly_cloudy primary
test_17436,clear primary
test_17437,clear primary
test_17438,water clear primary
test_17439,clear primary
test_17440,partly_cloudy primary
test_17441,clear primary
test_17442,clear primary
test_17443,clear primary
test_17444,clear primary
test_17445,primary haze
test_17446,partly_cloudy primary
test_17447,clear agriculture primary
test_17448,clear primary
test_17449,clear primary
test_17450,clear primary
test_17451,clear primary
test_17452,water clear primary
test_17453,clear primary
test_17454,clear primary
test_17455,partly_cloudy primary
test_17456,primary
test_17457,clear primary
test_17458,clear primary
test_17459,clear primary
test_17460,clear primary
test_17461,clear primary
test_17462,clear primary
test_17463,water clear primary road
test_17464,agriculture partly_cloudy primary road
test_17465,clear primary
test_17466,clear primary
test_17467,primary haze
test_17468,partly_cloudy primary
test_17469,water clear primary road
test_17470,clear primary
test_17471,clear primary
test_17472,clear agriculture primary
test_17473,clear primary
test_17474,clear agriculture primary
test_17475,clear primary
test_17476,clear primary
test_17477,clear agriculture primary
test_17478,clear primary
test_17479,clear primary
test_17480,clear primary
test_17481,water clear primary
test_17482,clear primary
test_17483,clear primary
test_17484,clear primary
test_17485,clear agriculture primary
test_17486,primary haze
test_17487,clear agriculture primary road
test_17488,clear agriculture primary
test_17489,clear agriculture habitation primary road
test_17490,clear primary
test_17491,water clear primary
test_17492,clear primary
test_17493,clear agriculture primary road
test_17494,clear agriculture primary road
test_17495,partly_cloudy primary
test_17496,clear primary
test_17497,clear primary
test_17498,clear habitation primary road
test_17499,clear agriculture primary
test_17500,primary haze
test_17501,clear primary
test_17502,clear primary
test_17503,clear agriculture primary road
test_17504,primary haze
test_17505,clear primary
test_17506,partly_cloudy primary
test_17507,clear habitation primary
test_17508,clear cultivation agriculture primary
test_17509,partly_cloudy primary
test_17510,agriculture partly_cloudy primary road
test_17511,partly_cloudy primary
test_17512,clear cultivation agriculture primary
test_17513,clear primary
test_17514,cloudy
test_17515,clear primary
test_17516,clear agriculture habitation primary road
test_17517,clear primary
test_17518,clear agriculture primary
test_17519,clear primary
test_17520,water clear primary
test_17521,clear agriculture primary
test_17522,cloudy
test_17523,partly_cloudy primary
test_17524,partly_cloudy primary
test_17525,clear primary
test_17526,primary haze
test_17527,clear agriculture primary
test_17528,clear primary
test_17529,cloudy
test_17530,clear agriculture habitation primary road
test_17531,clear primary
test_17532,cloudy
test_17533,clear primary
test_17534,water clear primary
test_17535,primary haze
test_17536,partly_cloudy primary
test_17537,clear primary
test_17538,agriculture partly_cloudy primary
test_17539,clear primary
test_17540,clear primary
test_17541,clear agriculture primary
test_17542,clear primary
test_17543,clear agriculture primary road
test_17544,partly_cloudy primary
test_17545,clear primary
test_17546,clear primary
test_17547,clear agriculture primary
test_17548,clear primary
test_17549,cloudy
test_17550,clear cultivation primary
test_17551,clear primary
test_17552,partly_cloudy primary
test_17553,water clear primary
test_17554,clear primary
test_17555,agriculture primary
test_17556,water clear agriculture primary
test_17557,clear primary
